;Data;Hora UTC;RADIACAO GLOBAL (Kj/m²)
5027;28/07/24;1100 UTC;787.0
5028;28/07/24;1200 UTC;1477.0
5029;28/07/24;1300 UTC;2318.7
5030;28/07/24;1400 UTC;1601.0
5031;28/07/24;1500 UTC;1543.7
5032;28/07/24;1600 UTC;2061.7
5033;28/07/24;1700 UTC;2493.8
5034;28/07/24;1800 UTC;1850.0
5035;28/07/24;1900 UTC;372.1
5036;28/07/24;2000 UTC;133.1
5037;28/07/24;2100 UTC;5.2
5048;29/07/24;0800 UTC;1.2
5049;29/07/24;0900 UTC;17.1
5050;29/07/24;1000 UTC;204.1
5051;29/07/24;1100 UTC;867.9
5052;29/07/24;1200 UTC;1193.7
5053;29/07/24;1300 UTC;1706.2
5054;29/07/24;1400 UTC;2081.0
5055;29/07/24;1500 UTC;2390.6
5056;29/07/24;1600 UTC;1207.6
5057;29/07/24;1700 UTC;1208.7
5058;29/07/24;1800 UTC;606.8
5059;29/07/24;1900 UTC;331.9
5060;29/07/24;2000 UTC;180.4
5061;29/07/24;2100 UTC;1.1
5073;30/07/24;0900 UTC;12.4
5074;30/07/24;1000 UTC;209.7
5075;30/07/24;1100 UTC;913.9
5076;30/07/24;1200 UTC;1990.7
5077;30/07/24;1300 UTC;2025.2
5078;30/07/24;1400 UTC;2278.9
5079;30/07/24;1500 UTC;1801.2
5080;30/07/24;1600 UTC;1579.8
5081;30/07/24;1700 UTC;2218.5
5082;30/07/24;1800 UTC;1733.6
5083;30/07/24;1900 UTC;449.5
5084;30/07/24;2000 UTC;204.7
5085;30/07/24;2100 UTC;6.9
5097;31/07/24;0900 UTC;14.6
5098;31/07/24;1000 UTC;422.4
5099;31/07/24;1100 UTC;1081.8
5100;31/07/24;1200 UTC;1710.1
5101;31/07/24;1300 UTC;1081.6
5102;31/07/24;1400 UTC;1096.7
5103;31/07/24;1500 UTC;1913.9
5104;31/07/24;1600 UTC;2220.9
5105;31/07/24;1700 UTC;1707.6
5106;31/07/24;1800 UTC;1278.9
5107;31/07/24;1900 UTC;569.4
5108;31/07/24;2000 UTC;171.6
5109;31/07/24;2100 UTC;6.7
5121;01/08/24;0900 UTC;4.2
5122;01/08/24;1000 UTC;171.0
5123;01/08/24;1100 UTC;1171.2
5124;01/08/24;1200 UTC;2027.1
5125;01/08/24;1300 UTC;2432.3
5126;01/08/24;1400 UTC;2371.1
5127;01/08/24;1500 UTC;1409.4
5128;01/08/24;1600 UTC;2846.9
5129;01/08/24;1700 UTC;1863.8
5130;01/08/24;1800 UTC;1216.7
5131;01/08/24;1900 UTC;540.5
5132;01/08/24;2000 UTC;222.3
5133;01/08/24;2100 UTC;6.2
5145;02/08/24;0900 UTC;12.7
5146;02/08/24;1000 UTC;521.4
5147;02/08/24;1100 UTC;857.8
5148;02/08/24;1200 UTC;981.4
5149;02/08/24;1300 UTC;1987.0
5150;02/08/24;1400 UTC;2613.0
5151;02/08/24;1500 UTC;2526.5
5152;02/08/24;1600 UTC;2684.2
5153;02/08/24;1700 UTC;2019.5
5154;02/08/24;1800 UTC;929.1
5155;02/08/24;1900 UTC;460.1
5156;02/08/24;2000 UTC;205.5
5157;02/08/24;2100 UTC;7.8
5169;03/08/24;0900 UTC;4.8
5170;03/08/24;1000 UTC;565.9
5171;03/08/24;1100 UTC;1051.7
5172;03/08/24;1200 UTC;1450.0
5173;03/08/24;1300 UTC;2355.2
5174;03/08/24;1400 UTC;2672.5
5175;03/08/24;1500 UTC;2226.8
5176;03/08/24;1600 UTC;2514.7
5177;03/08/24;1700 UTC;2241.7
5178;03/08/24;1800 UTC;1932.0
5179;03/08/24;1900 UTC;698.4
5180;03/08/24;2000 UTC;187.5
5181;03/08/24;2100 UTC;5.7
5188;04/08/24;0400 UTC;2.5
5189;04/08/24;0500 UTC;4.0
5190;04/08/24;0600 UTC;0.3
5192;04/08/24;0800 UTC;0.4
5193;04/08/24;0900 UTC;14.1
5194;04/08/24;1000 UTC;157.7
5195;04/08/24;1100 UTC;994.8
5196;04/08/24;1200 UTC;1861.6
5197;04/08/24;1300 UTC;1882.7
5198;04/08/24;1400 UTC;2635.0
5199;04/08/24;1500 UTC;2052.6
5200;04/08/24;1600 UTC;2656.0
5201;04/08/24;1700 UTC;1753.9
5202;04/08/24;1800 UTC;1229.6
5203;04/08/24;1900 UTC;469.3
5204;04/08/24;2000 UTC;206.6
5205;04/08/24;2100 UTC;10.6
5217;05/08/24;0900 UTC;23.3
5218;05/08/24;1000 UTC;465.9
5219;05/08/24;1100 UTC;1062.3
5220;05/08/24;1200 UTC;1937.3
5221;05/08/24;1300 UTC;1769.2
5222;05/08/24;1400 UTC;2777.0
5223;05/08/24;1500 UTC;2179.9
5224;05/08/24;1600 UTC;2219.8
5225;05/08/24;1700 UTC;1432.3
5226;05/08/24;1800 UTC;1262.2
5227;05/08/24;1900 UTC;569.8
5228;05/08/24;2000 UTC;221.5
5229;05/08/24;2100 UTC;9.4
5235;06/08/24;0300 UTC;1.2
5241;06/08/24;0900 UTC;33.1
5242;06/08/24;1000 UTC;582.7
5243;06/08/24;1100 UTC;1295.4
5244;06/08/24;1200 UTC;2104.6
5245;06/08/24;1300 UTC;1698.5
5246;06/08/24;1400 UTC;1510.8
5247;06/08/24;1500 UTC;1591.1
5248;06/08/24;1600 UTC;2592.6
5249;06/08/24;1700 UTC;1777.9
5250;06/08/24;1800 UTC;1283.9
5251;06/08/24;1900 UTC;684.5
5252;06/08/24;2000 UTC;232.6
5253;06/08/24;2100 UTC;8.3
5265;07/08/24;0900 UTC;22.4
5266;07/08/24;1000 UTC;606.8
5267;07/08/24;1100 UTC;1413.4
5268;07/08/24;1200 UTC;2141.2
5269;07/08/24;1300 UTC;2506.9
5270;07/08/24;1400 UTC;3094.1
5271;07/08/24;1500 UTC;2757.6
5272;07/08/24;1600 UTC;2509.1
5273;07/08/24;1700 UTC;2530.0
5274;07/08/24;1800 UTC;2030.2
5275;07/08/24;1900 UTC;455.6
5276;07/08/24;2000 UTC;127.0
5277;07/08/24;2100 UTC;5.5
5289;08/08/24;0900 UTC;28.6
5290;08/08/24;1000 UTC;336.4
5291;08/08/24;1100 UTC;979.4
5292;08/08/24;1200 UTC;995.9
5293;08/08/24;1300 UTC;1473.2
5294;08/08/24;1400 UTC;789.0
5295;08/08/24;1500 UTC;1416.2
5296;08/08/24;1600 UTC;1763.2
5297;08/08/24;1700 UTC;965.3
5298;08/08/24;1800 UTC;775.5
5299;08/08/24;1900 UTC;533.9
5300;08/08/24;2000 UTC;108.8
5301;08/08/24;2100 UTC;4.7
5313;09/08/24;0900 UTC;21.9
5314;09/08/24;1000 UTC;598.2
5315;09/08/24;1100 UTC;1188.5
5316;09/08/24;1200 UTC;1376.1
5317;09/08/24;1300 UTC;2540.4
5318;09/08/24;1400 UTC;2985.8
5319;09/08/24;1500 UTC;2691.9
5320;09/08/24;1600 UTC;2524.2
5321;09/08/24;1700 UTC;1795.7
5322;09/08/24;1800 UTC;1787.0
5323;09/08/24;1900 UTC;450.2
5324;09/08/24;2000 UTC;149.7
5325;09/08/24;2100 UTC;5.6
5337;10/08/24;0900 UTC;39.2
5338;10/08/24;1000 UTC;643.0
5339;10/08/24;1100 UTC;1463.2
5340;10/08/24;1200 UTC;2166.0
5341;10/08/24;1300 UTC;2972.4
5342;10/08/24;1400 UTC;2943.3
5343;10/08/24;1500 UTC;3019.4
5344;10/08/24;1600 UTC;2875.7
5345;10/08/24;1700 UTC;2640.7
5346;10/08/24;1800 UTC;2166.2
5347;10/08/24;1900 UTC;372.2
5348;10/08/24;2000 UTC;107.0
5349;10/08/24;2100 UTC;5.5
5361;11/08/24;0900 UTC;36.8
5362;11/08/24;1000 UTC;640.0
5363;11/08/24;1100 UTC;1470.2
5364;11/08/24;1200 UTC;2068.2
5365;11/08/24;1300 UTC;2601.2
5366;11/08/24;1400 UTC;3024.2
5367;11/08/24;1500 UTC;3029.3
5368;11/08/24;1600 UTC;2824.6
5369;11/08/24;1700 UTC;2555.0
5370;11/08/24;1800 UTC;2041.7
5371;11/08/24;1900 UTC;421.0
5372;11/08/24;2000 UTC;131.7
5373;11/08/24;2100 UTC;7.8
5385;12/08/24;0900 UTC;32.8
5386;12/08/24;1000 UTC;537.0
5387;12/08/24;1100 UTC;1350.2
5388;12/08/24;1200 UTC;1903.6
5389;12/08/24;1300 UTC;2569.0
5390;12/08/24;1400 UTC;2571.7
5391;12/08/24;1500 UTC;2799.2
5392;12/08/24;1600 UTC;2748.0
5393;12/08/24;1700 UTC;2345.8
5394;12/08/24;1800 UTC;1792.1
5395;12/08/24;1900 UTC;473.9
5396;12/08/24;2000 UTC;164.8
5397;12/08/24;2100 UTC;7.3
5409;13/08/24;0900 UTC;37.4
5410;13/08/24;1000 UTC;593.3
5411;13/08/24;1100 UTC;1419.1
5412;13/08/24;1200 UTC;1918.7
5413;13/08/24;1300 UTC;1932.4
5414;13/08/24;1400 UTC;2956.6
5415;13/08/24;1500 UTC;2981.8
5416;13/08/24;1600 UTC;2700.5
5417;13/08/24;1700 UTC;2057.3
5418;13/08/24;1800 UTC;1704.3
5419;13/08/24;1900 UTC;573.0
5420;13/08/24;2000 UTC;193.2
5421;13/08/24;2100 UTC;6.9
5433;14/08/24;0900 UTC;28.3
5434;14/08/24;1000 UTC;510.1
5435;14/08/24;1100 UTC;1299.6
5436;14/08/24;1200 UTC;2028.5
5437;14/08/24;1300 UTC;2483.7
5438;14/08/24;1400 UTC;2836.5
5439;14/08/24;1500 UTC;2800.9
5440;14/08/24;1600 UTC;2406.3
5441;14/08/24;1700 UTC;2251.2
5442;14/08/24;1800 UTC;1313.4
5443;14/08/24;1900 UTC;430.8
5444;14/08/24;2000 UTC;170.6
5445;14/08/24;2100 UTC;5.9
5457;15/08/24;0900 UTC;25.2
5458;15/08/24;1000 UTC;424.7
5459;15/08/24;1100 UTC;1004.3
5460;15/08/24;1200 UTC;1753.1
5461;15/08/24;1300 UTC;2547.6
5462;15/08/24;1400 UTC;2443.0
5463;15/08/24;1500 UTC;2651.8
5464;15/08/24;1600 UTC;2820.5
5465;15/08/24;1700 UTC;2483.4
5466;15/08/24;1800 UTC;1990.9
5467;15/08/24;1900 UTC;582.3
5468;15/08/24;2000 UTC;192.6
5469;15/08/24;2100 UTC;8.0
5481;16/08/24;0900 UTC;31.5
5482;16/08/24;1000 UTC;335.2
5483;16/08/24;1100 UTC;988.6
5484;16/08/24;1200 UTC;2207.8
5485;16/08/24;1300 UTC;2620.5
5486;16/08/24;1400 UTC;3056.9
5487;16/08/24;1500 UTC;2942.0
5488;16/08/24;1600 UTC;2882.9
5489;16/08/24;1700 UTC;2589.4
5490;16/08/24;1800 UTC;2069.1
5491;16/08/24;1900 UTC;528.0
5492;16/08/24;2000 UTC;170.6
5493;16/08/24;2100 UTC;10.0
5505;17/08/24;0900 UTC;31.2
5506;17/08/24;1000 UTC;632.6
5507;17/08/24;1100 UTC;1493.0
5508;17/08/24;1200 UTC;2345.9
5509;17/08/24;1300 UTC;2682.2
5510;17/08/24;1400 UTC;3162.0
5511;17/08/24;1500 UTC;3156.7
5512;17/08/24;1600 UTC;2807.3
5513;17/08/24;1700 UTC;2240.4
5514;17/08/24;1800 UTC;2026.8
5515;17/08/24;1900 UTC;554.3
5516;17/08/24;2000 UTC;196.3
5517;17/08/24;2100 UTC;20.4
5529;18/08/24;0900 UTC;23.5
5530;18/08/24;1000 UTC;465.2
5531;18/08/24;1100 UTC;919.4
5532;18/08/24;1200 UTC;615.0
5533;18/08/24;1300 UTC;1750.3
5534;18/08/24;1400 UTC;2215.4
5535;18/08/24;1500 UTC;2578.9
5536;18/08/24;1600 UTC;2606.5
5537;18/08/24;1700 UTC;2112.9
5538;18/08/24;1800 UTC;1467.5
5539;18/08/24;1900 UTC;560.6
5540;18/08/24;2000 UTC;253.7
5541;18/08/24;2100 UTC;9.5
5553;19/08/24;0900 UTC;10.2
5554;19/08/24;1000 UTC;155.5
5555;19/08/24;1100 UTC;466.5
5556;19/08/24;1200 UTC;1115.5
5557;19/08/24;1300 UTC;1503.2
5558;19/08/24;1400 UTC;1640.9
5559;19/08/24;1500 UTC;1788.0
5560;19/08/24;1600 UTC;1871.5
5561;19/08/24;1700 UTC;1426.5
5562;19/08/24;1800 UTC;1308.4
5563;19/08/24;1900 UTC;777.3
5564;19/08/24;2000 UTC;258.8
5565;19/08/24;2100 UTC;5.9
5577;20/08/24;0900 UTC;34.3
5578;20/08/24;1000 UTC;226.1
5579;20/08/24;1100 UTC;1500.5
5580;20/08/24;1200 UTC;1582.5
5581;20/08/24;1300 UTC;1515.8
5582;20/08/24;1400 UTC;1694.7
5583;20/08/24;1500 UTC;2547.3
5584;20/08/24;1600 UTC;1817.0
5585;20/08/24;1700 UTC;1157.8
5586;20/08/24;1800 UTC;569.9
5587;20/08/24;1900 UTC;425.4
5588;20/08/24;2000 UTC;165.5
5589;20/08/24;2100 UTC;7.6
5601;21/08/24;0900 UTC;26.2
5602;21/08/24;1000 UTC;459.2
5603;21/08/24;1100 UTC;997.3
5604;21/08/24;1200 UTC;978.2
5605;21/08/24;1300 UTC;2209.8
5606;21/08/24;1400 UTC;2430.7
5607;21/08/24;1500 UTC;2444.8
5608;21/08/24;1600 UTC;1441.0
5609;21/08/24;1700 UTC;2125.7
5610;21/08/24;1800 UTC;1172.1
5611;21/08/24;1900 UTC;575.4
5612;21/08/24;2000 UTC;200.8
5613;21/08/24;2100 UTC;9.6
5625;22/08/24;0900 UTC;21.2
5626;22/08/24;1000 UTC;406.3
5627;22/08/24;1100 UTC;480.5
5628;22/08/24;1200 UTC;1345.2
5629;22/08/24;1300 UTC;1705.8
5630;22/08/24;1400 UTC;1988.3
5631;22/08/24;1500 UTC;3060.7
5632;22/08/24;1600 UTC;2662.8
5633;22/08/24;1700 UTC;1829.6
5634;22/08/24;1800 UTC;1059.5
5635;22/08/24;1900 UTC;627.2
5636;22/08/24;2000 UTC;235.1
5637;22/08/24;2100 UTC;7.8
5649;23/08/24;0900 UTC;19.0
5650;23/08/24;1000 UTC;128.5
5651;23/08/24;1100 UTC;668.9
5652;23/08/24;1200 UTC;1675.3
5653;23/08/24;1300 UTC;2713.4
5654;23/08/24;1400 UTC;2599.9
5655;23/08/24;1500 UTC;2165.2
5656;23/08/24;1600 UTC;2022.4
5657;23/08/24;1700 UTC;2109.7
5658;23/08/24;1800 UTC;1466.1
5659;23/08/24;1900 UTC;525.6
5660;23/08/24;2000 UTC;203.5
5661;23/08/24;2100 UTC;6.8
5673;24/08/24;0900 UTC;35.0
5674;24/08/24;1000 UTC;465.9
5675;24/08/24;1100 UTC;736.5
5676;24/08/24;1200 UTC;1710.3
5677;24/08/24;1300 UTC;1603.9
5678;24/08/24;1400 UTC;2694.8
5679;24/08/24;1500 UTC;3112.0
5680;24/08/24;1600 UTC;3031.2
5681;24/08/24;1700 UTC;2198.1
5682;24/08/24;1800 UTC;1851.5
5683;24/08/24;1900 UTC;517.9
5684;24/08/24;2000 UTC;165.1
5685;24/08/24;2100 UTC;7.1
5697;25/08/24;0900 UTC;38.6
5698;25/08/24;1000 UTC;351.3
5699;25/08/24;1100 UTC;1314.5
5700;25/08/24;1200 UTC;2280.6
5701;25/08/24;1300 UTC;2408.7
5702;25/08/24;1400 UTC;2967.8
5703;25/08/24;1500 UTC;3034.0
5704;25/08/24;1600 UTC;2582.6
5705;25/08/24;1700 UTC;2126.3
5706;25/08/24;1800 UTC;1611.0
5707;25/08/24;1900 UTC;584.1
5708;25/08/24;2000 UTC;179.9
5709;25/08/24;2100 UTC;6.4
5721;26/08/24;0900 UTC;17.1
5722;26/08/24;1000 UTC;222.1
5723;26/08/24;1100 UTC;1147.3
5724;26/08/24;1200 UTC;1480.8
5725;26/08/24;1300 UTC;1916.4
5726;26/08/24;1400 UTC;1750.9
5727;26/08/24;1500 UTC;2683.5
5728;26/08/24;1600 UTC;2930.4
5729;26/08/24;1700 UTC;2525.8
5730;26/08/24;1800 UTC;2022.9
5731;26/08/24;1900 UTC;628.7
5732;26/08/24;2000 UTC;181.7
5733;26/08/24;2100 UTC;7.0
5745;27/08/24;0900 UTC;21.7
5746;27/08/24;1000 UTC;209.7
5747;27/08/24;1100 UTC;1163.7
5748;27/08/24;1200 UTC;1717.7
5749;27/08/24;1300 UTC;2102.8
5750;27/08/24;1400 UTC;2261.6
5751;27/08/24;1500 UTC;1447.7
5752;27/08/24;1600 UTC;831.2
5753;27/08/24;1700 UTC;1322.1
5754;27/08/24;1800 UTC;1416.8
5755;27/08/24;1900 UTC;571.4
5756;27/08/24;2000 UTC;197.9
5757;27/08/24;2100 UTC;5.7
5769;28/08/24;0900 UTC;41.3
5770;28/08/24;1000 UTC;370.7
5771;28/08/24;1100 UTC;1044.5
5772;28/08/24;1200 UTC;1181.3
5773;28/08/24;1300 UTC;2762.6
5774;28/08/24;1400 UTC;3015.9
5775;28/08/24;1500 UTC;1722.1
5776;28/08/24;1600 UTC;1531.7
5777;28/08/24;1700 UTC;1760.5
5778;28/08/24;1800 UTC;1449.1
5779;28/08/24;1900 UTC;503.7
5780;28/08/24;2000 UTC;175.4
5781;28/08/24;2100 UTC;11.2
5788;29/08/24;0400 UTC;3.6
5789;29/08/24;0500 UTC;1.3
5793;29/08/24;0900 UTC;60.6
5794;29/08/24;1000 UTC;521.3
5795;29/08/24;1100 UTC;1514.0
5796;29/08/24;1200 UTC;2072.5
5797;29/08/24;1300 UTC;2738.4
5798;29/08/24;1400 UTC;2864.2
5799;29/08/24;1500 UTC;2841.6
5800;29/08/24;1600 UTC;3122.0
5801;29/08/24;1700 UTC;2580.0
5802;29/08/24;1800 UTC;1733.8
5803;29/08/24;1900 UTC;657.2
5804;29/08/24;2000 UTC;242.2
5805;29/08/24;2100 UTC;8.1
5817;30/08/24;0900 UTC;40.7
5818;30/08/24;1000 UTC;249.8
5819;30/08/24;1100 UTC;696.5
5820;30/08/24;1200 UTC;1810.9
5821;30/08/24;1300 UTC;2802.6
5822;30/08/24;1400 UTC;2599.3
5823;30/08/24;1500 UTC;2263.5
5824;30/08/24;1600 UTC;2790.1
5825;30/08/24;1700 UTC;2393.1
5826;30/08/24;1800 UTC;1436.0
5827;30/08/24;1900 UTC;508.1
5828;30/08/24;2000 UTC;138.2
5829;30/08/24;2100 UTC;2.5
5841;31/08/24;0900 UTC;46.4
5842;31/08/24;1000 UTC;263.9
5843;31/08/24;1100 UTC;1049.0
5844;31/08/24;1200 UTC;1564.6
5845;31/08/24;1300 UTC;2126.3
5846;31/08/24;1400 UTC;3365.7
5847;31/08/24;1500 UTC;3271.2
5848;31/08/24;1600 UTC;2927.1
5849;31/08/24;1700 UTC;2525.6
5850;31/08/24;1800 UTC;2208.4
5851;31/08/24;1900 UTC;543.2
5852;31/08/24;2000 UTC;165.2
5853;31/08/24;2100 UTC;8.3
5865;01/09/24;0900 UTC;73.8
5866;01/09/24;1000 UTC;600.1
5867;01/09/24;1100 UTC;1054.6
5868;01/09/24;1200 UTC;2463.1
5869;01/09/24;1300 UTC;2688.1
5870;01/09/24;1400 UTC;3279.6
5871;01/09/24;1500 UTC;3517.7
5872;01/09/24;1600 UTC;2850.6
5873;01/09/24;1700 UTC;2227.7
5874;01/09/24;1800 UTC;1458.0
5875;01/09/24;1900 UTC;587.9
5876;01/09/24;2000 UTC;188.4
5877;01/09/24;2100 UTC;5.7
5889;02/09/24;0900 UTC;20.1
5890;02/09/24;1000 UTC;155.5
5891;02/09/24;1100 UTC;543.2
5892;02/09/24;1200 UTC;992.8
5893;02/09/24;1300 UTC;2367.8
5894;02/09/24;1400 UTC;3320.1
5895;02/09/24;1500 UTC;3397.4
5896;02/09/24;1600 UTC;3017.4
5897;02/09/24;1700 UTC;2781.2
5898;02/09/24;1800 UTC;1927.9
5899;02/09/24;1900 UTC;519.8
5900;02/09/24;2000 UTC;165.4
5901;02/09/24;2100 UTC;7.1
5913;03/09/24;0900 UTC;103.2
5914;03/09/24;1000 UTC;811.2
5915;03/09/24;1100 UTC;1659.5
5916;03/09/24;1200 UTC;2380.7
5917;03/09/24;1300 UTC;2790.4
5918;03/09/24;1400 UTC;2900.2
5919;03/09/24;1500 UTC;3191.0
5920;03/09/24;1600 UTC;3193.4
5921;03/09/24;1700 UTC;2815.9
5922;03/09/24;1800 UTC;2151.6
5923;03/09/24;1900 UTC;516.2
5924;03/09/24;2000 UTC;209.9
5925;03/09/24;2100 UTC;6.7
5937;04/09/24;0900 UTC;44.3
5938;04/09/24;1000 UTC;716.3
5939;04/09/24;1100 UTC;1431.6
5940;04/09/24;1200 UTC;2433.3
5941;04/09/24;1300 UTC;2986.6
5942;04/09/24;1400 UTC;2999.8
5943;04/09/24;1500 UTC;3401.5
5944;04/09/24;1600 UTC;3159.6
5945;04/09/24;1700 UTC;2758.7
5946;04/09/24;1800 UTC;2147.2
5947;04/09/24;1900 UTC;583.2
5948;04/09/24;2000 UTC;193.5
5949;04/09/24;2100 UTC;7.1
5961;05/09/24;0900 UTC;46.4
5962;05/09/24;1000 UTC;474.6
5963;05/09/24;1100 UTC;905.1
5964;05/09/24;1200 UTC;1238.6
5965;05/09/24;1300 UTC;1873.6
5966;05/09/24;1400 UTC;2285.1
5967;05/09/24;1500 UTC;2547.4
5968;05/09/24;1600 UTC;2506.8
5969;05/09/24;1700 UTC;2732.3
5970;05/09/24;1800 UTC;2139.1
5971;05/09/24;1900 UTC;456.7
5972;05/09/24;2000 UTC;139.4
5973;05/09/24;2100 UTC;6.1
5985;06/09/24;0900 UTC;43.0
5986;06/09/24;1000 UTC;458.5
5987;06/09/24;1100 UTC;881.7
5988;06/09/24;1200 UTC;1248.3
5989;06/09/24;1300 UTC;2514.2
5990;06/09/24;1400 UTC;3371.9
5991;06/09/24;1500 UTC;2985.4
5992;06/09/24;1600 UTC;2758.7
5993;06/09/24;1700 UTC;2528.6
5994;06/09/24;1800 UTC;2094.7
5995;06/09/24;1900 UTC;483.6
5996;06/09/24;2000 UTC;207.8
5997;06/09/24;2100 UTC;6.3
6009;07/09/24;0900 UTC;11.5
6010;07/09/24;1000 UTC;203.2
6011;07/09/24;1100 UTC;673.3
6012;07/09/24;1200 UTC;1421.6
6013;07/09/24;1300 UTC;1941.3
6014;07/09/24;1400 UTC;2132.5
6015;07/09/24;1500 UTC;1601.5
6016;07/09/24;1600 UTC;2162.7
6017;07/09/24;1700 UTC;2061.9
6018;07/09/24;1800 UTC;1584.8
6019;07/09/24;1900 UTC;524.4
6020;07/09/24;2000 UTC;221.7
6021;07/09/24;2100 UTC;6.0
6029;08/09/24;0500 UTC;1.6
6030;08/09/24;0600 UTC;3.4
6033;08/09/24;0900 UTC;36.4
6034;08/09/24;1000 UTC;264.0
6035;08/09/24;1100 UTC;1230.0
6036;08/09/24;1200 UTC;1554.1
6037;08/09/24;1300 UTC;2201.2
6038;08/09/24;1400 UTC;2059.4
6039;08/09/24;1500 UTC;2122.2
6040;08/09/24;1600 UTC;1883.3
6041;08/09/24;1700 UTC;1210.1
6042;08/09/24;1800 UTC;1107.4
6043;08/09/24;1900 UTC;524.6
6044;08/09/24;2000 UTC;188.0
6045;08/09/24;2100 UTC;4.2
6057;09/09/24;0900 UTC;53.9
6058;09/09/24;1000 UTC;654.3
6059;09/09/24;1100 UTC;1240.1
6060;09/09/24;1200 UTC;1808.0
6061;09/09/24;1300 UTC;2877.2
6062;09/09/24;1400 UTC;2384.9
6063;09/09/24;1500 UTC;2688.9
6064;09/09/24;1600 UTC;3164.4
6065;09/09/24;1700 UTC;2300.6
6066;09/09/24;1800 UTC;1221.8
6067;09/09/24;1900 UTC;448.9
6068;09/09/24;2000 UTC;175.3
6069;09/09/24;2100 UTC;7.4
6081;10/09/24;0900 UTC;93.8
6082;10/09/24;1000 UTC;782.5
6083;10/09/24;1100 UTC;1553.4
6084;10/09/24;1200 UTC;1711.0
6085;10/09/24;1300 UTC;2680.8
6086;10/09/24;1400 UTC;2645.5
6087;10/09/24;1500 UTC;2837.6
6088;10/09/24;1600 UTC;2663.1
6089;10/09/24;1700 UTC;2076.9
6090;10/09/24;1800 UTC;1905.6
6091;10/09/24;1900 UTC;455.5
6092;10/09/24;2000 UTC;162.0
6093;10/09/24;2100 UTC;7.4
6105;11/09/24;0900 UTC;63.1
6106;11/09/24;1000 UTC;432.7
6107;11/09/24;1100 UTC;995.2
6108;11/09/24;1200 UTC;1383.4
6109;11/09/24;1300 UTC;1881.6
6110;11/09/24;1400 UTC;1874.3
6111;11/09/24;1500 UTC;1928.6
6112;11/09/24;1600 UTC;2081.7
6113;11/09/24;1700 UTC;1690.7
6114;11/09/24;1800 UTC;906.7
6115;11/09/24;1900 UTC;648.5
6116;11/09/24;2000 UTC;113.7
6117;11/09/24;2100 UTC;7.3
6129;12/09/24;0900 UTC;157.6
6130;12/09/24;1000 UTC;500.9
6131;12/09/24;1100 UTC;1110.5
6132;12/09/24;1200 UTC;2132.8
6133;12/09/24;1300 UTC;2134.3
6134;12/09/24;1400 UTC;1869.9
6135;12/09/24;1500 UTC;3439.7
6136;12/09/24;1600 UTC;2151.3
6137;12/09/24;1700 UTC;1565.5
6138;12/09/24;1800 UTC;1648.6
6139;12/09/24;1900 UTC;575.9
6140;12/09/24;2000 UTC;273.5
6141;12/09/24;2100 UTC;10.8
6142;12/09/24;2200 UTC;2.0
6153;13/09/24;0900 UTC;80.3
6154;13/09/24;1000 UTC;514.7
6155;13/09/24;1100 UTC;1326.0
6156;13/09/24;1200 UTC;2195.4
6157;13/09/24;1300 UTC;2682.1
6158;13/09/24;1400 UTC;2953.4
6159;13/09/24;1500 UTC;2987.1
6160;13/09/24;1600 UTC;2941.4
6161;13/09/24;1700 UTC;2842.3
6162;13/09/24;1800 UTC;1806.6
6163;13/09/24;1900 UTC;633.6
6164;13/09/24;2000 UTC;198.9
6165;13/09/24;2100 UTC;6.4
6166;13/09/24;2200 UTC;1.7
6177;14/09/24;0900 UTC;87.4
6178;14/09/24;1000 UTC;822.6
6179;14/09/24;1100 UTC;893.7
6180;14/09/24;1200 UTC;2065.9
6181;14/09/24;1300 UTC;2786.2
6182;14/09/24;1400 UTC;1448.1
6183;14/09/24;1500 UTC;1494.2
6184;14/09/24;1600 UTC;1738.7
6185;14/09/24;1700 UTC;1674.9
6186;14/09/24;1800 UTC;946.5
6187;14/09/24;1900 UTC;574.2
6188;14/09/24;2000 UTC;246.8
6189;14/09/24;2100 UTC;5.7
6201;15/09/24;0900 UTC;36.5
6202;15/09/24;1000 UTC;272.8
6203;15/09/24;1100 UTC;586.3
6204;15/09/24;1200 UTC;908.3
6205;15/09/24;1300 UTC;1875.2
6206;15/09/24;1400 UTC;3369.4
6207;15/09/24;1500 UTC;3549.4
6208;15/09/24;1600 UTC;3171.7
6209;15/09/24;1700 UTC;2371.9
6210;15/09/24;1800 UTC;1934.2
6211;15/09/24;1900 UTC;473.3
6212;15/09/24;2000 UTC;205.8
6213;15/09/24;2100 UTC;6.1
6225;16/09/24;0900 UTC;105.4
6226;16/09/24;1000 UTC;609.4
6227;16/09/24;1100 UTC;1109.0
6228;16/09/24;1200 UTC;1977.1
6229;16/09/24;1300 UTC;3072.8
6230;16/09/24;1400 UTC;3515.3
6231;16/09/24;1500 UTC;3437.2
6232;16/09/24;1600 UTC;3035.3
6233;16/09/24;1700 UTC;2463.9
6234;16/09/24;1800 UTC;1751.8
6235;16/09/24;1900 UTC;394.9
6236;16/09/24;2000 UTC;183.6
6237;16/09/24;2100 UTC;7.0
6249;17/09/24;0900 UTC;162.8
6250;17/09/24;1000 UTC;952.3
6252;17/09/24;1200 UTC;2495.7
6253;17/09/24;1300 UTC;2851.2
6254;17/09/24;1400 UTC;3296.1
6255;17/09/24;1500 UTC;3413.5
